title,url,Location,Price,Area,NumberBed,NumberToilet,Image,MatTien,DuongVao,SoTang,Description,Investor,timePost,Phone
" TRỰC TIẾP TỪ CHỦ ĐẦU TƯ: SHOPHOUSE GIÁ RẺ NHẤT, CHIẾT KHẤU 12%, HỖ TRỢ 36 THÁNG KHÔNG LÃI",https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-xien-phuong-dai-kim-prj-the-manor-central-park/-shophouse-chiet-khau-12-ho-tro-36-thang-khong-lai-gia-goc-lh-0914-990-456-pr24061887,"
        Dự án The Manor Central Park, Đường Nguyễn Xiển, Phường Đại Kim, Hoàng Mai, Hà Nội
    ",Thỏa thuận,99 m²,0,,https://file4.batdongsan.com.vn/resize/745x510/2020/10/03/20201003104056-edf9_wm.jpg,6.60 (m),,5 (tầng),"
                Mua trực tiếp Chủ Đầu Tư Bitexco. Chiết khấu 12%, hỗ trợ 36 tháng không lãi. Chỉ đóng 30% nhận nhà.Liên hệ: 0914.990.456.* Tổng quan:- Tên dự án: The Manor Central Park.- Chủ đầu tư: Tập đoàn Bitexco.- Vị trí: Nguyễn Xiển, Hoàng Mai, Hà Nội.* Thông tin các căn Shophouse nổi bật:- Shophouse quảng trường Châu Âu: + Diện tích đất 75 m2, xây dựng 271m2/5 tầng, mặt tiền 5m. + Vị trí đẹp, ngay quảng trường Châu Âu, ngay phố đi bộ, ngay cạnh chung cư. + Bàn giao full nội thất cao cấp.- Shophouse mặt Phố Đi Bộ sầm uất: + Diện tích đất 75 m2, xây dựng 266m2/5 tầng, mặt tiền 5m.+ Vị trí ngay mặt phố đi bộ, đường rộng thoáng, rất thuận lợi vừa ở vừa kinh doanh, cho thuê làm ngân hàng, văn phòng.+ Bàn giao full nội thất cao cấp.- Shophouse view vườn hoa: + Diện tích đất 75 m2, xây dựng 271m2/5 tầng, mặt tiền 5m.+ Nằm cạnh 3 tòa chung cư, đường rộng thông thoáng, rất thuận lợi làm văn phòng, ngân hàng hoặc vừa ở vừa kinh doanh. Trước cửa vườn hoa, đường rộng thoáng. + Bàn giao full nội thất cao cấp.- Shophouse vị trí góc: + Diện tích từ 99m2 - 188,1m2 mặt tiền rộng 6.6m - 12.5m, sâu 15m, nằm ngay vị trí góc của dãy, diện tích xây dựng chiếm 73% diện tích đất, cao 5 tầng.+ Thuận lợi làm showroom, văn phòng, ngân hàng. + Bàn giao full nội thất cao cấp. * Thông tin các căn Biệt Thự:- Biệt thự song lập loại Gold: Diện tích đất 160m2, mặt tiền 10m sâu 16m, diện tích xây dựng 377m2/4 tầng. Thiết kế 3 mặt thoáng, bàn giao đầy đủ nội thất cao cấp, có thang máy.- Biệt thự song lập loại Platinum: Diện tích đất 200m2, mặt tiền 10m sâu 20m, diện tích xây dựng 460m2/4 tầng. Thiết kế 3 mặt thoáng, phía sau nhà là vườn hoa và bể bơi rất đẹp. Bàn giao đầy đủ nội thất cao cấp, có thang máy.* Tiện ích:- Bể bơi ngoài trời, club house, thư viện.- Khu vực sinh hoạt cộng đồng.- Phố đi bộ dọc dự án.- Trung tâm thương mại sầm uất.- Trường học quốc tế, bệnh viện, khu hành chính công.- Công viên Chu Văn An 110 ha, công viên trung tâm (6.6ha) - trái tim của dự án, công viên ngón tay mang tới không gian xanh vượt trội cho cư dân.- Trung tâm nghiên cứu và phát triển công nghệ cao quốc tế, khu thể thao hỗn hợp, sales gallery, khu văn phòng.* Chính sách ưu đãi:- Chỉ đóng 30% nhận nhà, hỗ trợ 36 tháng không lãi + ân hạn nợ gốc.- Thanh toán theo tiến độ chiết khấu 5% giá trị.- Chiết khấu 12% khi khách hàng thanh toán sớm 95% GTCH.- Chiết khấu thêm 1% khi khách hàng hoặc người thân mua căn thứ 2.Liên hệ Phòng Kinh Doanh: 0914.990.456.
            ",Tập đoàn Bitexco,07/11/2020,0914990456
 CHÍNH CHỦ BÁN NHÀ THANH LIỆT | CẠNH CÔNG VIÊN CHU VĂN AN (MIỄN TRUNG GIAN),https://batdongsan.com.vn/ban-nha-rieng-duong-thanh-liet-xa-thanh-liet/chinh-chu-ban-canh-cong-vien-chu-van-an-mien-trung-gian-pr27571842,"
        Đường Thanh Liệt, Xã Thanh Liệt, Thanh Trì, Hà Nội
    ",3.85 tỷ,35 m²,4 PN,3 (phòng),https://file4.batdongsan.com.vn/resize/745x510/2020/10/28/20201028084718-dd1e_wm.jpg,3.12 (m),10 (m),4 (tầng),"
                Nhà nằm sát dự án công viên Chu Văn An, cạnh Hồ Thanh Liệt (Hồ Đầm tròn).- Cạnh khu đô thị The Manor Central Park, cạnh khu biệt thự Eden Rose.- Cách trường tiểu học, THCS, mầm non 1 - 1,5km, cách chợ Quang 1,5km.- Nhà thông thủy, ngõ trước 2 ô tô tránh, ngõ sau ô tô đỗ. Phía trước nhà 300 - 400m không có công trình nào chắn.- Hướng Đông Nam, thoáng mát - Nhà 4.5 tầng thiết kế cực kỳ tinh tế, gồm 4 phòng ngủ, 1 phòng bếp (thông tầng 1), 1 phòng khách, 1 phòng thờ, 1 phòng phơi quần áo (có thể đặt máy tập thể thao), 3VS.- Nội thất gồm: 3 điều hoà (2 daikin và 1 Mitsubishi), 2 giường ngủ, 3 tủ quần áo, 2 nóng lạnh, 1 tủ trang trí phòng khách, 1 bộ bàn ghế phòng khách bằng gỗ sồi Nga.- Diện tích 35m2 sổ đỏ, từ tầng 2 là 40m2, nở hậu.- Giá bán: 3,85 tỷLiên hệ: Mrs. Hương - 0902421389
            ",,07/11/2020,0902421389
 RA MẮT 400 CĂN LIỀN KỀ KHU ĐÔ THỊ KIM CHUNG DI TRẠCH. CHỌN CĂN ĐẸP LH: EM HÀ 084.685.9999,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-32-xa-di-trach-prj-khu-do-thi-kim-chung-di-trach/sot-dat-trung-trach-pr27575777,"
        Dự án Kim Chung Di Trạch, Đường Quốc lộ 32, Xã Di Trạch, Hoài Đức, Hà Nội
    ",38 triệu/m²,90 m²,0,,https://file4.batdongsan.com.vn/resize/745x510/2020/10/28/20201028111747-5a24_wm.jpg,6 (m),33 (m),,"
                Ra mắt thị trường 400 căn liền kề shophouse đầu tiên dự án Hinode Royal Park (Kim Chung Di Trạch) - Viettracimex. Giai đoạn 1 sẽ ra 4 block shophouse 19 - 25 và 26 - 27. Với diện tích từ 100m2 (ô thường). Ô góc diện tích sẽ lớn hơn. Tổng 251 lô.Liền kề bao gồm 5 block: 20 21 - 22 23 24. Tổng 148 lô, diện tích từ 90m2(ô thường).Giá bán được cụ thể như sau:- Đường 12m giá 40,290tr/m2 (ô thường) và 44 - 45tr/m2 (ô góc).- Đường 17m giá 50,287tr/m2(ô thường) và 50,79tr/m2(ô góc).- Đường 30m giá 65,069tr/m2 (ô thường) và 71,606tr/m2(ô góc).- Đường 33m giá 65tr/m2 (ô thường) và 66,8 tr/m2 (ô góc).Liên hệ trực tiếp văn phòng bán hàng để được hỗ trợ thủ tục. Hotline: Em Hà Zalo, Viber, wechat: 084.685.9999.
            ",Tổng Công ty CP Thương mại Xây dựng,07/11/2020,0846859999
 TỔNG HỢP CÁC CĂN SHOPHOUSE VÀ BT VINHOMES OCEAN PARK - GIÁ THẤP NHẤT THỊ TRƯỜNG. LH: 090.154.5856,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/tong-hop-cac-can-shophouse-va-bt-oceanpark-thap-nhat-thi-truong-lh-090-154-5856-pr27701314,"
        Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội
    ",Thỏa thuận,150 m²,0,,https://file4.batdongsan.com.vn/resize/745x510/2020/11/07/20201107095322-884b_wm.jpg,7.50 (m),30 (m),,"
                Shophouse cần bán giá tốt nhất.1. Dãy HA02 - 07. Diện tích 90m2, đường đôi 30m, gần TTTM, gần biển hồ, trước mặt là công viên thoáng. Giá CĐT 9.6 tỷ.1. Dãy HA01 - View hồ và biển hồ:- Căn HA01 - 93. Vị trí trung tâm, đắc địa nhất dự án, view trực diện hồ, quảng trường trung tâm, biển hồ. DT 285.4m2. Mặt tiền 14m, hướng TM. Vị trí đắc địa để kinh doanh, tiềm năng tăng giá.Giá CĐT 36 tỷ (quỹ Techcombank).2. Căn HA02 - 163. DT 150m2, loại hình shophouse và biệt thự song lập. Đường đôi rộng 30m. Mặt tiền 8.5m. Vị trí trung tâm của khu mua sắm, gần biển hồ. Hướng Đông Nam. Sở hữu lâu dài. Giá CĐT 12.9 tỉ.3. Căn HA02 - 65. Shophouse 90m2, mặt tiền 7.5m, đường rộng 30m, vỉa hè 06m. Gần TTTM Vincom, gần biển hồ, thuận tiện kinh doanh, đầu tư tăng giá trong tương lai gần. Giá CĐT 9.5 tỉ.4. Cặp Shophouse đường SB23, rộng 135m2, hai mặt đường, đường lớn 40m, trục chính giao thông, phù hợp vừa ở, vừa kinh doanh, đầu tư tiềm năng tăng giá cao.Giá CĐT 13 tỷ/cặp.--------------------------Biệt thự giá bán tốt nhất.- Biệt thự dãy SB08 - 32. Căn view hồ, hướng ĐN, DT 150m2. DTXD 256m2. Xây 3,5 tầng. Giá CĐT 10.9 tỉ.- Biệt thự dãy SB05 - 22. Căn DT 142m2, xây 256m2, hướng ĐN. Mặt tiền 8.5m. Giá CĐT 10.3 tỉ.- Biệt thự dãy SH12 - 10. Căn diện tích 135m2, mặt tiền 8.5m, khu vực trung tâm, hướng Đông Nam. Giá CĐT 9.8 tỉ.- Biệt thự dãy SH08 - 06. Căn diện tích 150m2, View hồ 24.5ha. Căn sát căn góc, mặt tiền 10.5m, đã nhận bàn giao nhà. Giá cđt 12 tỉ.- Liền kề SB02 - 29. View vườn hoa, công viên, thông ra hồ lớn 23.5ha. Mặt tiền 7m. Giá CĐT 7.5 tỉ.- Biệt thự đơn lập mặt hồ SH08. DT 277.5m2. DTXD 133m2. Hướng ĐB, mặt hồ lớn, vị trí đắc địa, mặt tiền 16m. Giá cđt 31 tỷ.Ngoài ra còn rất nhiều các căn đẹp khách cần bán.Quý khách có nhu cầu, xin liên hệ SĐT: 0901545856.
            ",,07/11/2020,0901545856
" MỞ BÁN 26 CĂN NHÀ Ô TÔ ĐỖ CỬA- 3 TẦNG YÊN NGHĨA HÀ ĐÔNG GẦN DƯƠNG NỘI VÀ AEON MALL 1,2 ĐẾN 1,4 TỶ",https://batdongsan.com.vn/ban-nha-rieng-pho-le-trong-tan-phuong-duong-noi/mo-ban-60-can-chia-lo-3-tang-gan-va-sieu-thi-aeonmall-t-ban-tu-1-1-ty-den-1-5-ty-pr27691780,"
        Phố Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội
    ",1.2 tỷ,32 m²,3 PN,2 (phòng),https://file4.batdongsan.com.vn/resize/745x510/2020/11/06/20201106134551-e10c_wm.jpg,4 (m),3 (m),3 (tầng),"
                1 - Dự án 26 căn nhà chia lô ô tô đỗ cửa là 1 khu quần thể liền kề có cổng và tường bao quanh riêng biệt với chung quanh - Rất an toàn và văn minh, khách mua nhà 90% là người trẻ từ 20 đến 30 tuổi, nghề nghiệp chủ yếu là giáo viên bộ đội, văn phòng. 2 - Giá nhà từ 1,2 tỷ đến 1,4 tỷ ô tô đỗ cửa - khu dân cư đông đúc sầm uất - có bán căn thô cho khách tự hoàn thiện theo ý muốn. 3 - Sơ đồ quần thể 26 căn ở ảnh tin đăng. 4 - Vị trí: Cách đê Yên Nghĩa 100m, cạnh Khu đô thị Đô Nghĩa và công viên âm nhạc.Gần Dương Nội Hà Đông, gần siêu thị Nhật Bản Aeon Mall HĐ và dự án Vinhomes 50 tòa. 5 - Sổ đỏ đã tách riêng cho từng căn.Chủ đầu tư trực tiếp mở bán - Không qua bất kỳ hình thức trung gian nào. 6 - Mua sớm trước chọn căn trước, mua trước từ móng rẻ hơn khi nhà xây xong, được giám sát hàng ngày tại công trường nếu khách mua căn đang xây. 7 - Khách hàng được đi xem nhà miễn phí toàn bộ các khu chúng tôi đang xây ở Hà Đông, Yên Nghĩa - Hoài Đức để có cái nhìn toàn cảnh rõ nét nhất vì ngoài khu 26 căn ô tô đỗ cửa chúng tôi còn 30 căn ở nhiều vị trí khác nhau nữa. 8 - Mua trực tiếp tại trụ sở của CĐT như ảnh. Giới thiệu về chủ đầu tư Tài Phú Land.Trụ sở chính: Số 338 Lê Trọng Tấn - Hà Đông - HN (Ảnh trụ sở ở tin đăng).Trụ sở 2: Số A8 - Liền Kề Văn Quán - HĐ - HN.Trụ sở 3: Số 8 TT4A Biệt thự Linh Đàm HM - HN. - CĐT Tài Phú Land là c/ty hàng đầu ở Hà Nội về xây dựng nhà chia lô liền kề phân khúc giá rẻ chất lượng cao.- Hình thành và phát triển từ 2011, mỗi năm CĐT xây và bán hơn 100 căn chia lô thuộc các quận HN, tập trung ở các khu vực phát triển, tiềm năng nhất Hà Đông Hoàng Mai - Từ Liêm. * Pháp lý - xây dựng *.- Sang tên sổ đỏ ngay khi mua bán - Tất cả nhà đã tách hết sổ đỏ riêng.- Tất cả sổ đỏ vừa tách năm 2020 nên yên tâm tuyệt đối về pháp lý quy hoạch, nếu không chuẩn sẽ không tách làm mới sổ được, ngoài ra mua bán tại Phòng công chứng kiểm tra pháp lý chuẩn chỉ, vay được ngân hàng ngay 70%, cty hỗ trợ đảm bảo vay được 70%.- Thiết kế móng 5 tầng, có thể xây thêm nếu cần, có giấy phép đầy đủ.- Nội thất đủ và đúng quy chuẩn như cam kết.- Có bán thô cho khách tự hoàn thiện theo ý mình.- Móng riêng và tường riêng cho từng căn.- CĐT tự tin để khách được giám sát xây hàng ngày từ đầu đến cuối theo cam kết.- Đội ngũ kỹ sư, nhà thầu, đơn vị giám sát chuyên nghiệp và tận tâm nhất.- Ngân hàng hỗ trợ vay 60 - 70% căn nhà.- Trực tiếp xây và phân phối dự án, không qua trung gian. * Nội thất và cam kết:.1, Cầu thang gỗ Lim 100%.2, Cửa thông phòng, Tủ bếp gỗ tự nhiên.3, Cửa nhôm Việt Pháp, cửa chính Inox 304.4, Vệ sinh Inax. Trần thạch cao.5, Sơn Jotun. Bồn nước Sơn Hà.6, Dây điện Trần Phú, ống nhựa Tiền Phong.7, Đá cầu thang Hoa Cương. Liên hệ phòng bán hàng trực tiếp tại:Trụ sở chủ đầu tư.Số 338 Lê Trọng Tấn - Hà Đông - Hà Nội.Hotline: 0904 621 681.Ngân hàng hỗ trợ cho vay 70%.
            ",,07/11/2020,0904621681
 HIM LAM LAND CHÍNH THỨC RA MẮT DỰ ÁN HIM LAM VẠN PHÚC HÀ ĐÔNG: 094 318 9939,https://batdongsan.com.vn/ban-nha-mat-pho-duong-to-huu-phuong-van-phuc-1-prj-him-lam-van-phuc/-land-chinh-thuc-ra-du-an-ha-dong-094-318-9939-pr27694219,"
        Dự án Him Lam Vạn Phúc, Đường Tố Hữu, Phường Vạn Phúc, Hà Đông, Hà Nội
    ",Thỏa thuận,91 m²,0,,https://file4.batdongsan.com.vn/resize/745x510/2020/11/06/20201106153332-6c37_wm.jpg,,,,"
                Him Lam Land chính thức Mở rộng ""chào sân"" thị trường bất động sản Miền Bắc:Ghi dấu ấn trên thị trường bất động sản với các dự án tầm cỡ, đầu tư bài bản, đáp ứng mọi giá trị thiết thực cho khách hàng và chủ đầu tư. Với liên tiếp các dự án đã thành công ở thị trường phía Nam, sẵn sàng "" ra quân"" tại thị trường BĐS phía Bắc.Cụ thể, trong năm 2020, Him Lam Land ghi danh trên bản đồ bất động sản Hà Nội với dự án giá trị.Được xây dựng và phát triển theo mô hình Shophouse - nhà phố thương mại, Him Lam Vạn Phúc sở hữu những lợi thế vượt trội để đầu tư sinh lời.Vị trí tinh hoa hiếm có tại ngã tư Vạn Phúc, mặt đường Tố Hữu - Lê Văn Lương tạo cơ hội kinh doanh đầy tiềm năng.Thiết kế theo kiến trúc Haussmann đặc trưng tái hiện ""Một Paris thu nhỏ trong lòng Phố Lụa"" sôi động và hiện đại.Dự án được đánh giá cao bởi chuỗi hệ thống tiện ích, hạ tầng đồng bộ.Sở hữu nhiều tiềm năng chính là sự cộng hưởng giúp khẳng định tầm nhìn, tâm huyết cho dự án nói riêng và bước đệm để chinh phục thị trường Miền Bắc.--------------------------Web: himlamvietnam.comHotline: 0943189939.
            ",Công ty CP Him Lam,06/11/2020,0943189939
" BÁN GẤP CĂN BIỆT THỰ DƯƠNG NỘI, VIEW HỒ, GẦN AEON MALL HÀ ĐÔNG, DT 180M2, VỊ TRÍ ĐẸP NHẤT NHÌ DỰ ÁN",https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-to-huu-phuong-la-khe-prj-khu-do-thi-moi-duong-noi/ban-nam-cuong-sat-ho-cong-vien-canh-aeon-mall-ha-ng-ng-tien-15-thang-pr27692808,"
        Dự án KĐTM Dương Nội, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội
    ",Thỏa thuận,180 m²,0,,https://file4.batdongsan.com.vn/resize/745x510/2020/11/09/20201109092250-26aa_wm.jpg,,,,"
                Thông tin biệt thự:- Diện tích: 180m2.- Thiết kế: 3 tầng, 1 tum, có sân vườn, hố chờ thang máy.- Đóng theo tiến độ 7 đợt.- Giá cả liên hệ thỏa thuận trực tiếp để được giá tốt nhất.Liên hệ: 0966973666.
            ",Công ty CP Tập đoàn Nam Cường Hà Nội,06/11/2020,0966973666
 CẦN TIỀN BÁN GẤP 10 CĂN LIỀN KỀ - BIỆT THỰ - SHOPHOUSE VINHOMES OCEAN PARK. LH:0968.066.686,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/can-tien-ban-gap-10-can-shophouse-lh-0968-066-686-pr27346982,"
        Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội
    ",11 tỷ,150 m²,0,,https://file4.batdongsan.com.vn/resize/745x510/2020/10/09/MEpUaGcU/20201009084733-8d4c_wm.jpg,,,,"
                Khách hàng gửi bán 10 căn liền kề - biệt thự - shophouse đẹp nhất dự án Vinhomes Ocean Park.1./. Dãy San Hô- SH10-06. Căn cạnh căn góc, hướng Đông Nam. View hồ 24ha. Mặt tiền 10.5m. DTXD 286,5m2. Giá CĐT 12.2 tỷ. Phù hợp để ở, đầu tư chắc chắn có lời.- SH06-48. Căn hướng Đông Bắc. DT 135m2. Gần hồ điều hòa 24ha, trước mặt công viên. Phía sau là ĐH Vin Uni. Giá CĐT 11.8 tỷ. Căn đẹp, giá tốt để đầu tư.2./. Dãy Sao Biển- SB06-32. Căn gần căn góc, gần hồ, biển hồ. DT 150m2, hướng Đông Nam. Giá CĐT 11.5 tỷ. Khu vực yên tĩnh, thuận tiện đi lại. Phù hợp để ở và đầu tư.3./. ShophouseShophouse đường 52m, căn 10.8m. Hướng TB. Vị trí trung tâm đi lại, trung tâm dự án. Giá CĐT 10.5 tỷ. Đầu tư cho thuê được luôn.Shophouse HA - 150m2. Đường đôi 30m, khu vực kinh doanh sầm uất, giá CĐT 11.5 tỷ.Ngoài ra còn rất nhiều các căn liền kề DT 70 - 90m2 giá từ 7.5 - 9 tỷ.Các căn BT đơn lập DT 190m2 - 300m2. Giá từ 20 - 40 tỷ.Các căn Shophouse kinh doanh dãy Hải Âu DT từ 90m2 - 150m2. Giá từ 11 - 14 tỷ.Quý khách vui lòng liên hệ: Mr Đức 0912147479 (Call, SMS, Viber/Zalo 24/24).
",,06/11/2020,0912147479
 CẦN TIỀN TRẢ NGÂN HÀNG BÁN GẤP 7 CĂN BIỆT THỰ - SHOPHOUSE VINHOMES OCEAN PARK,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/can-tien-tra-ngan-hang-ban-gap-5-can-shophouse-oceanpark-pr27232229,"
        Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội
    ",11 tỷ,150 m²,0,,https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930105959-b17e_wm.jpg,,,,"
                Khách hàng gửi bán 7 căn biệt thự - shophouse đẹp nhất dự án Vinhomes Ocean Park.1./. Dãy San Hô.- SH15-03. Căn cạnh căn góc, hướng Tây Bắc. View hồ 24ha. Mặt tiền 10.5m. DTXD 289,5m2. Giá CĐT 11.6 tỷ. Phù hợp để ở, đầu tư chắc chắn có lời. - SH07-06. Căn 150m2, cạnh căn góc, hướng Đông Nam, view hồ lớn, DTXD 289,5m, đã nhận bàn giao. MT 10.5m. Giá CĐT 11.9 tỷ.- SH06-12. Căn hướng Đông Bắc. DT 135m2. Gần hồ điều hòa 24ha, trước mặt công viên. Phía sau là ĐH Vin Uni. Giá CĐT 10.2 tỷ. Căn đẹp, giá tốt để đầu tư.2./. Dãy Sao Biển.- SB06-34. Căn gần căn góc, gần hồ, biển hồ. DT 150m2, hướng Đông Nam. Giá CĐT 10.9 tỷ. Khu vực yên tĩnh, thuận tiện đi lại. Phù hợp để ở và đầu tư.- SB08-21. Dãy gần hồ, rộng 150m, MT 8.5m. Hướng TB. Gần biển hồ, trung tâm TM Vincom Megamall. Giá CĐT 10.5 tỷ.3./. Dãy Ngọc Trai.- NT15-03. Căn hướng Tây Bắc, sát căn góc, view trực diện sông, một trong những căn đẹp nhất khu NT đảo lớn. DT 150m. MT 8.5m. Giá CĐT 10.6 tỷ.- Đơn lập NT08-26. Căn hướng Đông Nam, DT 288m. Vị trí trung tâm, khu vực an ninh tuyệt đối, đầy đủ tiện ích, phù hợp với những KH cần nơi ở yên tĩnh, đẳng cấp riêng biệt. Giá CĐT 19.5 tỷ.4./. Shophouse.Shophouse đường 52m, căn 10.8m. Hướng TB. Vị trí trung tâm đi lại, trung tâm dự án. Giá CĐT 10.5 tỷ. Đầu tư cho thuê được luôn.Shophouse HA - 150m2. Đường đôi 30m, khu vực kinh doanh sầm uất, giá CĐT 11.5 tỷ.Ngoài ra còn rất nhiều các căn liền kề DT 70 - 90m2 giá từ 7.5 - 9 tỷ.Các căn BT đơn lập DT 190m2 - 300m2. Giá từ 20 - 40 tỷ.Các căn Shophouse kinh doanh dãy Hải Âu DT từ 90m2 - 150m2. Giá từ 11 - 14 tỷ.Quý khách vui lòng liên hệ: Mr Thắng 0979885999 (Call, SMS, Viber/Zalo 24/24).
            ",,06/11/2020,0979885999
" NHÀ XÂY MỚI 3 TẦNG 1,2 TỶ GẦN SIÊU THỊ NHẬT AEON MALL HÀ ĐÔNG - SỔ ĐỎ TÊN TÔI PHẠM TRANG",https://batdongsan.com.vn/ban-nha-rieng-pho-le-trong-tan-phuong-duong-noi/-xay-moi-3-tang-gia-950-trieu-bao-ten-cach-1km-la-sieu-thi-nhat-aeon-mall-ha-dong-pr26745420,"
        Phố Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội
    ",1.2 tỷ,33 m²,3 PN,2 (phòng),https://file4.batdongsan.com.vn/resize/745x510/2020/08/21/20200821095754-6a80_wm.jpg,4 (m),3 (m),3 (tầng),"
                Sổ đỏ chính chủ nhà đất tên tôi như ảnh sổ đỏ ở tin đăng: Phạm Thu Trang, không tiếp môi giới.* Chỉ 1,2 tỷ có ngay căn nhà xây mới 3 tầng.- Vị trí tại trung tâm thành phố mới của quận Hà Đông, cạnh ngã tư Tố Hữu và Lê Trọng Tấn.- Cạnh đại siêu thị của Nhật Bản Aeon Mall Hà Đông.- Gần Vinhomes Smart City là đại đô thị thông minh đẳng cấp quốc tế đầu tiên của Việt Nam với gần 60 tòa chung cư cao cấp cao 40 tầng.- Nằm giữa các khu đô thị mới, được thừa hưởng đầy đủ dịch vụ và tiện ích ăn theo đô thị đã đi vào hoạt động sầm uất.- Bệnh viện quốc tế Hà Đông rộng 9ha, gần trường, chợ, bệnh viện. Nơi gửi xe ô tô, an ninh tốt, người dân thân thiện.* Mô tả nhà:- Nhà xây 3 tầng, diện tích đất 33m2, có 3 phòng ngủ, 1 phòng khách, 1 phòng bếp, 2 vệ sinh và sân phơi.- Nhà thiết kế móng chịu lực 5 tầng, móng riêng, tường riêng, cột riêng - nhà thiết kế có bể nước ngầm và téc nước dự trữ.- Sổ đỏ chính chủ, bao sang tên sổ đỏ.- Nhà xây như hình ảnh đính kèm.* Nội thất điện nước đầy đủ chỉ về ở.1. Cầu thang gỗ Lim.2. Dây điện Trần Phú, ống nhựa Tiền Phong.3. Cửa Chính có 2 lớp cửa hiện đại và an toàn, Cửa nhôm kính Việt Pháp và cửa inox an toàn.4. Cửa thông phòng gỗ Chò, tủ bếp gỗ tự nhiên, trần thạch cao. Trang trí đèn led.5. Sơn cao cấp Jotun, bồn nước Sơn Hà. Máy bơm nước.6. Thiết bị vệ sinh Inax, trần thạch cao.7. Đá ốp cầu thang hoa cương tự nhiên.8. Đá ốp lát sàn cao cấp.- Ngân hàng hỗ trợ cho vay 60 - 70%.- Giá bán: 1,2 tỷ.Phạm Trang.0969 978 480.
            ",,05/11/2020,0969978480
" LIỀN KỀ HIM LAM THƯỢNG THANH, CHIẾT KHẤU KHỦNG THÁNG 11, LIÊN HỆ CĐT ĐỂ BÁO GIÁ 0903 014339",https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-ly-son-phuong-thuong-thanh-1-prj-him-lam-thuong-thanh/-pho-mai-gio-hang-gia-goc-cdt-chiet-khau-toi-10-pr27681790,"
        Him Lam Thượng Thanh, Ngõ 24, Đường Lý Sơn, Phường Thượng Thanh, Long Biên, Hà Nội
    ",5.4 tỷ,63 m²,6 PN,,https://file4.batdongsan.com.vn/resize/745x510/2020/11/05/20201105171952-9ef6_wm.jpg,,22 (m),5 (tầng),"
                Chủ đầu tư bán nhà phố thương mại Him Lam Thượng Thanh (Him Lam New Star).- Vị trí: Ngõ 24 đường Lý Sơn, mặt đường rộng 22m, khu vực dân cư sầm uất, giáp chợ và trường học.- Thiết kế đồng bộ, bàn giao hoàn thiện mặt ngoài, xây dựng 5 tầng (đã xây lên tầng 4).- Thời gian bàn giao nhà quý 1/2021.- Diện tích: 63.6m2 - 82.3m2.- Tiếp giáp các tiện ích của khu vực như Quốc lộ 5, cầu Đông Trù, BigC Long Biên, Aoen Long Biên.- Him Lam New Star còn mang thiết kế hiện đại độc đáo, đồng bộ và đẳng cấp.- Số lượng căn giới hạn: Chỉ còn 10 căn giỏ hàng CĐT.- Ưu đãi chiết khấu: Lên đến 10%, chính sách thanh toán linh hoạt. Ngân hàng hỗ trợ vay đến 70% giá trị HĐ.- Liên hệ NV PKD chủ đầu tư để xem thực tế dự án và nhận thông tin chính xác nhất.Số ĐT: 0903014339 (viber, zalo).Email: Phien. Ngo@himlamland.com
            ",Địa Ốc Him Lam,05/11/2020,0903014339
